contract,comd,status,batch_count,tick_count,bars_match,bar_diff,times_match,volume_match,turnover_match,open_interest_match
ag1212,ag,ok,7296,7296,True,0,True,True,True,True
y2103,y,ok,16264,16264,True,0,True,True,True,True
cu1402,cu,ok,13089,13089,True,0,True,True,True,True
ru1910,ru,ok,17497,17497,True,0,True,True,True,True
p2510,p,ok,17443,17443,True,0,True,True,True,True
SF1705,SF,ok,10857,10857,True,0,True,True,True,True
jm1509,jm,ok,15906,15906,True,0,True,True,True,True
RM1411,RM,ok,1760,1760,True,0,True,True,True,True
fu1404,fu,ok,8664,8664,True,0,True,True,True,True
IC2412,IC,ok,8200,8200,True,0,True,True,True,True
TA1509,TA,ok,12855,12855,True,0,True,True,True,True
CF1209,CF,ok,1072,1072,True,0,True,True,True,True
pb1607,pb,ok,19658,19658,True,0,True,True,True,True
jm2210,jm,ok,16817,16817,True,0,True,True,True,True
CF1401,CF,ok,1462,1462,True,0,True,True,True,True
zn1005,zn,ok,4272,4272,True,0,True,True,True,True
